Show,This Week GrossPotential Gross,Diff $,Avg TicketTop Ticket,Seats SoldSeats in Theatre,PerfsPreviews,% Cap,Diff % cap,Week Ending,TonyNominatedMusical,Theater
Stereophonic,970261.15,"-$23,597.55",$155.89$347.00,"6,224778",80,100.0,0.67,2024-07-07,False,John Golden Theatre
Suffs,701471.96,"-$169,766.35",$96.66$278.00,"7,257973",80,93.23,-4.97,2024-07-07,False,Music Box Theatre
Water For Elephants,861328.5,"-$107,924.15",$82.18$278.00,"10,4811,385",80,94.59,17.86,2024-07-07,False,Imperial Theatre
The Who's Tommy,618241.8,"-$36,363.91",$87.22$299.00,"7,0881,175",80,75.4,4.55,2024-07-07,True,Nederlander Theatre
Wicked,2187828.0,"$44,272.00",$145.34$275.00,"15,0531,926",80,97.7,0.15,2024-07-07,True,Gershwin Theatre
The Wiz,1158420.9,"-$154,847.95",$95.20$399.00,"12,1681,600",80,95.06,2.95,2024-07-07,True,Marquis Theatre
Aladdin,1517855.5,"-$39,652.50",$113.66$199.50,"13,3541,727",80,96.66,0.25,2024-07-14,True,New Amsterdam Theatre
Back To The Future,1049848.48,"-$45,687.85",$100.75$247.00,"10,4201,478",80,88.13,-8.08,2024-07-14,False,Winter Garden Theatre
The Book of Mormon,909496.66,"-$2,345.54",$108.23$0.00,"8,4031,066",80,98.53,0.61,2024-07-14,False,Eugene O'Neill Theatre
Cabaret,1609557.2,"$43,081.65",$197.23$0.00,"8,1611,070",80,95.34,-3.48,2024-07-14,True,August Wilson Theatre
Chicago,721129.2,"-$101,386.13",$111.98$247.00,"6,4401,080",80,74.54,-7.34,2024-07-14,True,Ambassador Theatre
The Great Gatsby,1237082.6,"$107,808.43",$106.37$277.00,"11,6301,485",80,97.9,-0.01,2024-07-14,False,Broadway Theatre
Hadestown,825069.55,"$21,841.05",$112.18$0.00,"7,355918",80,100.15,-0.16,2024-07-14,False,Walter Kerr Theatre
Hamilton,1922308.0,"-$3,832.00",$180.43$399.00,"10,6541,324",80,100.59,-0.52,2024-07-14,False,Richard Rodgers Theatre
Harry Potter and the Cursed Child,1307593.0,"-$96,302.80",$114.33$299.00,"11,4371,622",80,88.14,-5.46,2024-07-14,False,Lyric Theatre
Hell's Kitchen,1687325.78,"$160,474.05",$144.14$323.00,"11,7061,457",80,100.43,0.13,2024-07-14,True,Sam S. Shubert Theatre
Home,133599.7,"$62,462.10",$27.32$0.00,"4,891740",70,94.42,0.94,2024-07-14,False,Todd Haimes Theatre
Illinoise,745519.95,"$46,304.87",$86.01$0.00,"8,6681,337",80,81.04,-11.07,2024-07-14,True,St. James Theatre
The Lion King,2483060.1,"$19,656.70",$170.40$277.00,"14,5721,696",90,95.47,-2.67,2024-07-14,True,Minskoff Theatre
MJ The Musical,1368881.0,"$75,901.75",$136.25$329.00,"10,0471,387",80,90.55,-0.82,2024-07-14,False,Neil Simon Theatre
Moulin Rouge! The Musical,966407.09,"$14,417.64",$99.08$0.00,"9,7541,300",80,93.79,-3.07,2024-07-14,True,Al Hirschfeld Theatre
The Notebook,672825.08,"$26,976.40",$89.34$209.00,"7,5311,017",80,92.56,-3.26,2024-07-14,False,Gerald Schoenfeld Theatre
"Oh, Mary!",667143.0,"-$9,070.00",$106.49$298.00,"6,265895",43,100.0,0.0,2024-07-14,False,Lyceum Theatre
The Outsiders,1390233.39,"$14,561.59",$166.04$328.00,"8,3731,024",80,102.21,-0.19,2024-07-14,True,Bernard B. Jacobs Theatre
SIX: The Musical,884631.5,"-$18,816.00",$112.62$249.00,"7,8551,031",80,95.24,-1.94,2024-07-14,False,Lena Horne Theatre
Stereophonic,983845.1,"$13,583.95",$158.07$397.00,"6,224778",80,100.0,0.0,2024-07-14,False,John Golden Theatre
Suffs,826096.7,"$124,624.74",$112.00$278.00,"7,376973",80,94.76,1.53,2024-07-14,False,Music Box Theatre
Water For Elephants,928430.0,"$67,101.50",$98.65$278.00,"9,4111,385",80,84.94,-9.65,2024-07-14,False,Imperial Theatre
The Who's Tommy,772891.88,"$154,650.08",$95.55$299.00,"8,0891,175",80,86.05,10.65,2024-07-14,True,Nederlander Theatre
Wicked,2103272.0,"-$84,556.00",$144.27$275.00,"14,5791,867",80,97.64,-0.06,2024-07-14,True,Gershwin Theatre
The Wiz,1240166.2,"$81,745.30",$105.29$399.00,"11,7791,600",80,92.02,-3.04,2024-07-14,True,Marquis Theatre
Aladdin,1526760.1,"$8,904.60",$115.75$215.50,"13,1901,727",80,95.47,-1.19,2024-07-21,True,New Amsterdam Theatre
Back To The Future,1110836.6,"$60,988.12",$106.65$223.00,"10,4161,478",80,88.09,-0.04,2024-07-21,False,Winter Garden Theatre
The Book of Mormon,902325.52,"-$7,171.14",$107.89$0.00,"8,3631,066",80,98.07,-0.46,2024-07-21,False,Eugene O'Neill Theatre
Cabaret,1616309.91,"$6,752.71",$193.57$0.00,"8,3501,070",80,97.55,2.21,2024-07-21,True,August Wilson Theatre
Chicago,625160.95,"-$95,968.25",$99.17$237.00,"6,3041,080",80,72.96,-1.58,2024-07-21,True,Ambassador Theatre
The Great Gatsby,1263510.02,"$26,427.42",$108.79$277.00,"11,6141,485",80,97.76,-0.14,2024-07-21,False,Broadway Theatre
Hadestown,845956.85,"$20,887.30",$114.24$0.00,"7,405918",80,100.83,0.68,2024-07-21,False,Walter Kerr Theatre
Hamilton,1987002.0,"$64,694.00",$185.15$399.00,"10,7321,324",80,101.32,0.73,2024-07-21,False,Richard Rodgers Theatre
Harry Potter and the Cursed Child,1340377.65,"$32,784.65",$114.40$299.00,"11,7171,622",80,90.3,2.16,2024-07-21,False,Lyric Theatre
Hell's Kitchen,1687547.17,$221.39,$143.73$323.00,"11,7411,457",80,100.73,0.3,2024-07-21,True,Sam S. Shubert Theatre
Home,133130.4,-$469.30,$26.57$0.00,"5,010740",70,96.72,2.3,2024-07-21,False,Todd Haimes Theatre
Illinoise,795959.66,"$50,439.71",$86.13$0.00,"9,2411,337",80,86.4,5.36,2024-07-21,True,St. James Theatre
,319668.1,$0.00,$68.78$238.00,"4,648581",8,100.0,0.0,2024-07-21,False,
The Lion King,2355210.5,"-$127,849.60",$178.26$277.00,"13,2121,696",80,97.38,1.91,2024-07-21,True,Minskoff Theatre
MJ The Musical,1471200.0,"$102,319.00",$141.80$329.00,"10,3751,387",80,93.5,2.95,2024-07-21,False,Neil Simon Theatre
Moulin Rouge! The Musical,1058060.28,"$91,653.19",$105.45$0.00,"10,0341,300",80,96.48,2.69,2024-07-21,True,Al Hirschfeld Theatre
The Notebook,685616.0,"$12,790.92",$94.28$209.00,"7,2721,017",80,89.38,-3.18,2024-07-21,False,Gerald Schoenfeld Theatre
"Oh, Mary!",1054998.0,"$387,855.00",$147.35$329.00,"7,160895",80,100.0,0.0,2024-07-21,False,Lyceum Theatre
The Outsiders,1432115.7,"$41,882.31",$170.84$328.00,"8,3831,024",80,102.33,0.12,2024-07-21,True,Bernard B. Jacobs Theatre
SIX: The Musical,929209.7,"$44,578.20",$118.37$249.00,"7,8501,031",80,95.17,-0.07,2024-07-21,False,Lena Horne Theatre
Stereophonic,992591.1,"$8,746.00",$159.48$397.00,"6,224778",80,100.0,0.0,2024-07-21,False,John Golden Theatre
Suffs,837558.75,"$11,462.05",$115.14$278.00,"7,274973",80,93.45,-1.31,2024-07-21,False,Music Box Theatre
Water For Elephants,965409.59,"$36,979.59",$103.47$278.00,"9,3301,385",80,84.21,-0.73,2024-07-21,False,Imperial Theatre
The Who's Tommy,1039502.11,"$266,610.23",$113.21$299.00,"9,1821,175",80,97.68,11.63,2024-07-21,True,Nederlander Theatre
Wicked,2158363.0,"$55,091.00",$145.41$275.00,"14,8431,867",80,99.4,1.76,2024-07-21,True,Gershwin Theatre
The Wiz,1355529.65,"$115,363.45",$109.02$399.00,"12,4341,600",80,97.14,5.12,2024-07-21,True,Marquis Theatre
Aladdin,1649819.1,"$123,059.00",$121.91$199.50,"13,5331,727",80,97.95,2.48,2024-07-28,True,New Amsterdam Theatre
Back To The Future,1158434.75,"$47,598.15",$108.34$223.00,"10,6931,478",80,90.43,2.34,2024-07-28,False,Winter Garden Theatre
The Book of Mormon,933223.98,"$30,898.46",$111.78$0.00,"8,3491,066",80,97.9,-0.17,2024-07-28,False,Eugene O'Neill Theatre
Cabaret,1605295.2,"-$11,014.71",$189.19$0.00,"8,4851,070",80,99.12,1.57,2024-07-28,True,August Wilson Theatre
Chicago,637541.75,"$12,380.80",$98.39$237.00,"6,4801,080",80,75.0,2.04,2024-07-28,True,Ambassador Theatre
The Great Gatsby,1265893.06,"$2,383.04",$107.27$277.00,"11,8011,485",80,99.34,1.58,2024-07-28,False,Broadway Theatre
Hadestown,823664.15,"-$22,292.70",$111.99$0.00,"7,355918",80,100.15,-0.68,2024-07-28,False,Walter Kerr Theatre
Hamilton,2021549.0,"$34,547.00",$189.28$399.00,"10,6801,324",80,100.83,-0.49,2024-07-28,False,Richard Rodgers Theatre
Harry Potter and the Cursed Child,1380810.6,"$40,432.95",$113.99$299.00,"12,1131,622",80,93.35,3.05,2024-07-28,False,Lyric Theatre
Hell's Kitchen,1665526.82,"-$22,020.35",$142.28$323.00,"11,7061,457",80,100.43,-0.3,2024-07-28,True,Sam S. Shubert Theatre
Illinoise,780821.61,"-$15,138.05",$81.26$0.00,"9,6091,337",80,89.84,3.44,2024-07-28,True,St. James Theatre
,319622.7,-$45.40,$72.31$238.00,"4,420581",8,95.09,-4.91,2024-07-28,False,
The Lion King,2629845.7,"$274,635.20",$179.01$277.00,"14,6911,696",90,96.25,-1.13,2024-07-28,True,Minskoff Theatre
MJ The Musical,1434330.0,"-$36,870.00",$139.19$329.00,"10,3051,387",80,92.87,-0.63,2024-07-28,False,Neil Simon Theatre
Moulin Rouge! The Musical,1368067.67,"$310,007.39",$131.42$0.00,"10,4101,300",80,100.1,3.62,2024-07-28,True,Al Hirschfeld Theatre
The Notebook,694360.5,"$8,744.50",$91.79$209.00,"7,5651,017",80,92.98,3.6,2024-07-28,False,Gerald Schoenfeld Theatre
"Oh, Mary!",1052882.0,"-$2,116.00",$147.05$329.00,"7,160895",80,100.0,0.0,2024-07-28,False,Lyceum Theatre
The Outsiders,1461305.62,"$29,189.92",$174.07$328.00,"8,3951,024",80,102.48,0.15,2024-07-28,True,Bernard B. Jacobs Theatre
SIX: The Musical,969713.95,"$40,504.25",$120.69$249.00,"8,0351,031",80,97.42,2.25,2024-07-28,False,Lena Horne Theatre
Stereophonic,997785.65,"$5,194.55",$160.31$397.00,"6,224778",80,100.0,0.0,2024-07-28,False,John Golden Theatre
Suffs,855749.21,"$18,190.46",$115.42$278.00,"7,414973",80,95.25,1.8,2024-07-28,False,Music Box Theatre
Water For Elephants,933535.0,"-$31,874.59",$103.71$278.00,"9,0011,385",80,81.24,-2.97,2024-07-28,False,Imperial Theatre
Wicked,2266369.0,"$108,006.00",$147.72$275.00,"15,3421,926",80,99.57,0.17,2024-07-28,True,Gershwin Theatre
The Wiz,1407250.65,"$51,721.00",$111.08$399.00,"12,6691,600",80,98.98,1.84,2024-07-28,True,Marquis Theatre
Aladdin,1547242.9,"-$102,576.20",$116.83$215.50,"13,2431,727",80,95.85,-2.1,2024-08-04,True,New Amsterdam Theatre
Back To The Future,1091770.3,"-$66,664.45",$104.46$223.00,"10,4521,478",80,88.4,-2.03,2024-08-04,False,Winter Garden Theatre
The Book of Mormon,905669.84,"-$27,554.14",$108.59$0.00,"8,3401,066",80,97.8,-0.1,2024-08-04,False,Eugene O'Neill Theatre
Cabaret,1508933.0,"-$96,362.20",$182.72$0.00,"8,2581,070",80,96.47,-2.65,2024-08-04,True,August Wilson Theatre
Chicago,820607.9,"$183,066.15",$114.66$267.00,"7,1571,080",80,82.84,7.84,2024-08-04,True,Ambassador Theatre
The Great Gatsby,1279571.7,"$13,678.64",$109.39$277.00,"11,6971,485",80,98.46,-0.88,2024-08-04,False,Broadway Theatre
Hadestown,808115.25,"-$15,548.90",$109.80$0.00,"7,360918",80,100.22,0.07,2024-08-04,False,Walter Kerr Theatre
Hamilton,1954746.0,"-$66,803.00",$186.25$399.00,"10,4951,324",80,99.08,-1.75,2024-08-04,False,Richard Rodgers Theatre
Harry Potter and the Cursed Child,1363885.2,"-$16,925.40",$113.46$299.00,"12,0211,622",80,92.64,-0.71,2024-08-04,False,Lyric Theatre
Hell's Kitchen,1604815.44,"-$60,711.38",$137.89$323.00,"11,6381,457",80,99.85,-0.58,2024-08-04,True,Sam S. Shubert Theatre
Illinoise,878076.3,"$97,254.69",$90.79$0.00,"9,6721,337",80,90.43,0.59,2024-08-04,True,St. James Theatre
,267283.0,"-$52,339.70",$64.78$238.00,"4,126581",71,88.77,-6.32,2024-08-04,False,
The Lion King,2379450.3,"-$250,395.40",$176.37$277.00,"13,4911,696",80,99.43,3.18,2024-08-04,True,Minskoff Theatre
MJ The Musical,1353908.5,"-$80,421.50",$135.89$329.00,"9,9631,387",80,89.79,-3.08,2024-08-04,False,Neil Simon Theatre
Moulin Rouge! The Musical,1192834.59,"-$175,233.08",$117.14$0.00,"10,1831,300",80,97.91,-2.19,2024-08-04,True,Al Hirschfeld Theatre
The Notebook,632965.0,"-$61,395.50",$89.96$209.00,"7,0361,017",80,86.48,-6.5,2024-08-04,False,Gerald Schoenfeld Theatre
"Oh, Mary!",1048173.0,"-$4,709.00",$146.39$329.00,"7,160895",80,100.0,0.0,2024-08-04,False,Lyceum Theatre
Once Upon a Mattress,529882.0,$0.00,$109.48$299.00,"4,840968",5,100.0,0.0,2024-08-04,True,Hudson Theatre
The Outsiders,1488298.46,"$26,992.84",$177.26$328.00,"8,3961,024",80,102.49,0.01,2024-08-04,True,Bernard B. Jacobs Theatre
SIX: The Musical,855641.05,"-$114,072.90",$114.25$249.00,"7,4891,031",80,90.8,-6.62,2024-08-04,False,Lena Horne Theatre
Stereophonic,976971.9,"-$20,813.75",$156.97$377.00,"6,224778",80,100.0,0.0,2024-08-04,False,John Golden Theatre
Suffs,770253.49,"-$85,495.72",$109.36$278.00,"7,043973",80,90.48,-4.77,2024-08-04,False,Music Box Theatre
Water For Elephants,825740.66,"-$107,794.34",$93.40$278.00,"8,8411,385",80,79.79,-1.45,2024-08-04,False,Imperial Theatre
Wicked,2191994.0,"-$74,375.00",$145.87$275.00,"15,0271,926",80,97.53,-2.04,2024-08-04,True,Gershwin Theatre
The Wiz,1311001.35,"-$96,249.30",$117.62$399.00,"11,1461,600",70,99.52,0.54,2024-08-04,True,Marquis Theatre
Aladdin,1594520.2,"$47,277.30",$118.98$215.50,"13,4021,727",80,97.0,1.15,2024-08-11,True,New Amsterdam Theatre
Back To The Future,1005476.08,"-$86,294.22",$101.40$223.00,"9,9161,478",80,83.86,-4.54,2024-08-11,False,Winter Garden Theatre
The Book of Mormon,888431.14,"-$17,238.70",$108.03$0.00,"8,2241,066",80,96.44,-1.36,2024-08-11,False,Eugene O'Neill Theatre
Cabaret,1504203.05,"-$4,729.95",$180.49$0.00,"8,3341,070",80,97.36,0.89,2024-08-11,True,August Wilson Theatre
Chicago,847240.6,"$26,632.70",$120.59$267.00,"7,0261,080",80,81.32,-1.52,2024-08-11,True,Ambassador Theatre
The Great Gatsby,1253805.26,"-$25,766.44",$106.66$277.00,"11,7551,485",80,98.95,0.49,2024-08-11,False,Broadway Theatre
Hadestown,809861.55,"$1,746.30",$109.44$0.00,"7,400918",80,100.76,0.54,2024-08-11,False,Walter Kerr Theatre
Hamilton,1957871.0,"$3,125.00",$186.91$399.00,"10,4751,324",80,98.9,-0.18,2024-08-11,False,Richard Rodgers Theatre
Harry Potter and the Cursed Child,1317868.1,"-$46,017.10",$110.32$299.00,"11,9461,622",80,92.06,-0.58,2024-08-11,False,Lyric Theatre
Hell's Kitchen,1544723.09,"-$60,092.35",$133.07$323.00,"11,6081,457",80,99.59,-0.26,2024-08-11,True,Sam S. Shubert Theatre
Illinoise,1167158.55,"$289,082.25",$110.74$0.00,"10,5401,337",80,98.54,8.11,2024-08-11,True,St. James Theatre
,298472.15,"$31,189.15",$77.67$238.00,"3,843581",80,82.68,-6.09,2024-08-11,False,
The Lion King,2136377.1,"-$243,073.20",$158.43$277.00,"13,4851,696",80,99.39,-0.04,2024-08-11,True,Minskoff Theatre
MJ The Musical,1324340.0,"-$29,568.50",$134.97$329.00,"9,8121,387",80,88.43,-1.36,2024-08-11,False,Neil Simon Theatre
Moulin Rouge! The Musical,1216293.25,"$23,458.66",$118.92$0.00,"10,2281,300",80,98.35,0.44,2024-08-11,True,Al Hirschfeld Theatre
The Notebook,576959.82,"-$56,005.18",$87.66$209.00,"6,5821,017",80,80.9,-5.58,2024-08-11,False,Gerald Schoenfeld Theatre
"Oh, Mary!",1044095.04,"-$4,077.96",$145.82$329.00,"7,160895",80,100.0,0.0,2024-08-11,False,Lyceum Theatre
Once Upon a Mattress,696995.4,"$167,113.40",$90.96$299.00,"7,663968",8,98.95,-1.05,2024-08-11,True,Hudson Theatre
The Outsiders,1486922.55,"-$1,375.91",$177.67$328.00,"8,3691,024",80,102.16,-0.33,2024-08-11,True,Bernard B. Jacobs Theatre
SIX: The Musical,861165.41,"$5,524.36",$111.35$249.00,"7,7341,031",80,93.77,2.97,2024-08-11,False,Lena Horne Theatre
Stereophonic,947440.0,"-$29,531.90",$152.22$377.00,"6,224778",80,100.0,0.0,2024-08-11,False,John Golden Theatre
Suffs,706884.79,"-$63,368.70",$108.52$278.00,"6,514973",80,83.68,-6.8,2024-08-11,False,Music Box Theatre
Water For Elephants,764486.86,"-$61,253.80",$91.18$278.00,"8,3841,385",80,75.67,-4.12,2024-08-11,False,Imperial Theatre
Wicked,2226851.0,"$34,857.00",$146.52$275.00,"15,1981,926",80,98.64,1.11,2024-08-11,True,Gershwin Theatre
The Wiz,1683439.25,"$372,437.90",$131.25$399.00,"12,8261,600",80,100.2,0.68,2024-08-11,True,Marquis Theatre
Aladdin,1355284.3,"-$239,235.90",$102.13$199.50,"13,2701,727",80,96.05,-0.95,2024-08-18,True,New Amsterdam Theatre
Back To The Future,906009.35,"-$99,466.73",$95.91$223.00,"9,4461,478",80,79.89,-3.97,2024-08-18,False,Winter Garden Theatre
The Book of Mormon,830861.56,"-$57,569.58",$103.68$0.00,"8,0141,066",80,93.97,-2.47,2024-08-18,False,Eugene O'Neill Theatre
Cabaret,1520725.55,"$16,522.50",$182.10$0.00,"8,3511,070",80,97.56,0.2,2024-08-18,True,August Wilson Theatre
Chicago,838513.35,"-$8,727.25",$119.94$267.00,"6,9911,080",80,80.91,-0.41,2024-08-18,True,Ambassador Theatre
The Great Gatsby,1110956.6,"-$142,848.66",$98.56$277.00,"11,2721,485",80,94.88,-4.07,2024-08-18,False,Broadway Theatre
Hadestown,765131.55,"-$44,730.00",$103.96$0.00,"7,360918",80,100.22,-0.54,2024-08-18,False,Walter Kerr Theatre
Hamilton,1778289.75,"-$179,581.25",$179.59$399.00,"9,9021,324",80,93.49,-5.41,2024-08-18,False,Richard Rodgers Theatre
Harry Potter and the Cursed Child,1119525.9,"-$198,342.20",$108.72$299.00,"10,2971,622",80,79.35,-12.71,2024-08-18,False,Lyric Theatre
Hell's Kitchen,1428094.28,"-$116,628.81",$124.14$323.00,"11,5041,457",80,98.7,-0.89,2024-08-18,True,Sam S. Shubert Theatre
,281911.3,"-$16,560.85",$80.99$238.00,"3,481581",80,74.89,-7.79,2024-08-18,False,
The Lion King,2107629.7,"-$28,747.40",$161.31$277.00,"13,0661,696",80,96.3,-3.09,2024-08-18,True,Minskoff Theatre
MJ The Musical,1307479.75,"-$16,860.25",$133.87$329.00,"9,7671,387",80,88.02,-0.41,2024-08-18,False,Neil Simon Theatre
Moulin Rouge! The Musical,1220778.1,"$4,484.85",$119.22$0.00,"10,2401,300",80,98.46,0.11,2024-08-18,True,Al Hirschfeld Theatre
The Notebook,544901.5,"-$32,058.32",$89.46$209.00,"6,0911,017",80,74.86,-6.04,2024-08-18,False,Gerald Schoenfeld Theatre
"Oh, Mary!",1056794.0,"$12,698.96",$147.60$329.00,"7,160895",80,100.0,0.0,2024-08-18,False,Lyceum Theatre
Once Upon a Mattress,668531.8,"-$28,463.60",$86.33$299.00,"7,744968",80,100.0,1.05,2024-08-18,True,Hudson Theatre
The Outsiders,1452387.25,"-$34,535.30",$173.52$328.00,"8,3701,024",80,102.17,0.01,2024-08-18,True,Bernard B. Jacobs Theatre
SIX: The Musical,746015.77,"-$115,149.64",$105.03$249.00,"7,1031,031",80,86.12,-7.65,2024-08-18,False,Lena Horne Theatre
Stereophonic,849765.0,"-$97,675.00",$136.99$377.00,"6,203778",80,99.66,-0.34,2024-08-18,False,John Golden Theatre
Suffs,713407.75,"$6,522.96",$108.55$278.00,"6,572973",80,84.43,0.75,2024-08-18,False,Music Box Theatre
Water For Elephants,751385.68,"-$13,101.18",$89.29$278.00,"8,4151,385",80,75.95,0.28,2024-08-18,False,Imperial Theatre
Wicked,1981378.0,"-$245,473.00",$142.35$275.00,"13,9191,807",80,96.29,-2.35,2024-08-18,True,Gershwin Theatre
The Wiz,1945288.0,"$261,848.75",$150.77$399.00,"12,9021,600",80,100.8,0.6,2024-08-18,True,Marquis Theatre
Aladdin,1178408.0,"-$176,876.30",$92.21$189.50,"12,7801,727",80,92.5,-3.55,2024-08-25,True,New Amsterdam Theatre
Back To The Future,859842.7,"-$46,166.65",$89.33$223.00,"9,6251,478",80,81.4,1.51,2024-08-25,False,Winter Garden Theatre
The Book of Mormon,749929.7,"-$80,931.86",$97.74$0.00,"7,6731,066",80,89.97,-4.0,2024-08-25,False,Eugene O'Neill Theatre
Cabaret,1459505.5,"-$61,220.05",$174.08$0.00,"8,3841,070",80,97.94,0.38,2024-08-25,True,August Wilson Theatre
Chicago,862632.25,"$24,118.90",$119.61$267.00,"7,2121,080",80,83.47,2.56,2024-08-25,True,Ambassador Theatre
The Great Gatsby,1083127.5,"-$27,829.10",$99.75$277.00,"10,8581,485",80,91.4,-3.48,2024-08-25,False,Broadway Theatre
Hadestown,761772.15,"-$3,359.40",$104.31$0.00,"7,303918",80,99.44,-0.78,2024-08-25,False,Walter Kerr Theatre
Hamilton,1640394.25,"-$137,895.50",$171.61$399.00,"9,5591,324",80,90.25,-3.24,2024-08-25,False,Richard Rodgers Theatre
Harry Potter and the Cursed Child,1046102.2,"-$73,423.70",$105.67$299.00,"9,9001,622",80,76.29,-3.06,2024-08-25,False,Lyric Theatre
Hell's Kitchen,1370214.06,"-$57,880.22",$120.27$323.00,"11,3931,457",80,97.74,-0.96,2024-08-25,True,Sam S. Shubert Theatre
,265923.7,"-$15,987.60",$71.70$238.00,"3,709581",80,79.8,4.91,2024-08-25,False,
The Lion King,1904176.9,"-$203,452.80",$150.93$277.00,"12,6161,696",80,92.98,-3.32,2024-08-25,True,Minskoff Theatre
MJ The Musical,1200793.0,"-$106,686.75",$126.35$329.00,"9,5041,387",80,85.65,-2.37,2024-08-25,False,Neil Simon Theatre
Moulin Rouge! The Musical,1193303.5,"-$27,474.60",$117.83$0.00,"10,1271,300",80,97.38,-1.08,2024-08-25,True,Al Hirschfeld Theatre
The Notebook,530381.5,"-$14,520.00",$86.51$209.00,"6,1311,017",80,75.36,0.5,2024-08-25,False,Gerald Schoenfeld Theatre
"Oh, Mary!",1082372.0,"$25,578.00",$151.17$329.00,"7,160895",80,100.0,0.0,2024-08-25,False,Lyceum Theatre
Once Upon a Mattress,815141.0,"$146,609.20",$106.21$299.00,"7,675968",80,99.11,-0.89,2024-08-25,True,Hudson Theatre
The Outsiders,1428278.52,"-$24,108.73",$170.34$348.00,"8,3851,024",80,102.36,0.19,2024-08-25,True,Bernard B. Jacobs Theatre
SIX: The Musical,769162.58,"$23,146.81",$104.52$249.00,"7,3591,031",80,89.22,3.1,2024-08-25,False,Lena Horne Theatre
Stereophonic,813379.66,"-$36,385.34",$130.68$348.00,"6,224778",80,100.0,0.34,2024-08-25,False,John Golden Theatre
Suffs,728611.28,"$15,203.53",$105.73$278.00,"6,891973",80,88.53,4.1,2024-08-25,False,Music Box Theatre
Water For Elephants,801076.25,"$49,690.57",$95.43$278.00,"8,3941,385",80,75.76,-0.19,2024-08-25,False,Imperial Theatre
Wicked,1978104.0,"-$3,274.00",$134.20$275.00,"14,7401,867",80,98.71,2.42,2024-08-25,True,Gershwin Theatre
Aladdin,1265559.4,"$87,151.40",$97.13$199.50,"13,0301,727",80,94.31,1.81,2024-09-01,True,New Amsterdam Theatre
Back To The Future,979124.6,"$119,281.90",$92.40$223.00,"10,5971,478",80,89.62,8.22,2024-09-01,False,Winter Garden Theatre
The Book of Mormon,935569.12,"$185,639.42",$113.98$0.00,"8,2081,066",80,96.25,6.28,2024-09-01,False,Eugene O'Neill Theatre
Cabaret,1460890.95,"$1,385.45",$179.76$0.00,"8,1271,070",80,94.94,-3.0,2024-09-01,True,August Wilson Theatre
Chicago,945087.25,"$82,455.00",$121.77$267.00,"7,7611,080",80,89.83,6.36,2024-09-01,True,Ambassador Theatre
The Great Gatsby,1174354.29,"$91,226.79",$106.83$277.00,"10,9931,485",80,92.53,1.13,2024-09-01,False,Broadway Theatre
Hadestown,800413.0,"$38,640.85",$108.77$0.00,"7,359918",80,100.2,0.76,2024-09-01,False,Walter Kerr Theatre
Hamilton,1857988.0,"$217,593.75",$181.67$399.00,"10,2271,324",80,96.55,6.3,2024-09-01,False,Richard Rodgers Theatre
Harry Potter and the Cursed Child,1177730.7,"$131,628.50",$109.53$299.00,"10,7531,622",80,82.87,6.58,2024-09-01,False,Lyric Theatre
Hell's Kitchen,1542578.23,"$172,364.17",$132.34$323.00,"11,6561,457",80,100.0,2.26,2024-09-01,True,Sam S. Shubert Theatre
